ID,NightLord,Special,Name,Start_190,Treasure_800,Event_30*0,EventFlag,EvPat_30**,EvPatFlag,RotRew_500,Day1Loc,Day2Loc,Day1Boss,Day2Boss,extra1,extra2,ExtraLots
176,4,0,[Libra] Standard,708,8006,0,0,0,0,0,1001,1004,4930,4840,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304
177,4,0,[Libra] Standard,703,8001,3080,7727,3500,1044360220,0,1011,1007,4990,4963,-1,-1,0:10 0:140 300:1102 310:1105 360:1304
178,4,0,[Libra] Standard,703,8003,0,0,0,0,0,1011,1004,4950,4923,-1,-1,0:10 300:1102 310:1105 360:1304
179,4,0,[Libra] Standard,703,8001,3080,7727,3500,1044360220,0,1011,1007,4929,4954,-1,-1,0:10 0:140 300:1101 310:1105 320:9000 360:1304
180,4,1,[Libra] Mountaintop,708,8010,3080,7707,3500,1044360220,0,1007,1023,4960,4918,-1,-1,0:11 0:140 300:1101 310:1105 320:9001 360:1301
181,4,1,[Libra] Mountaintop,708,8008,3060,7705,3100,220,0,1010,1023,4790,4975,-1,-1,0:11 0:601 300:1102 310:1105 360:1301
182,4,1,[Libra] Mountaintop,708,8003,0,0,0,0,0,1003,1023,4800,4955,-1,-1,0:11 300:1102 310:1105 360:1301
183,4,1,[Libra] Mountaintop,707,8009,0,0,0,0,0,1003,1023,4951,4962,-1,-1,0:11 300:1101 310:1105 320:9001 360:1301
184,4,1,[Libra] Mountaintop,708,8008,0,0,0,0,0,1003,1023,4930,4956,-1,-1,0:11 300:1102 310:1105 360:1301
185,4,2,[Libra] The Crater,707,8011,0,0,0,0,0,1001,1024,4951,4962,-1,-1,0:12 300:1101 310:1105 320:9001 360:1301
186,4,2,[Libra] The Crater,704,8008,0,0,0,0,0,1004,1024,4890,4921,-1,-1,0:12 300:1101 310:1106 320:9001 360:1301
187,4,2,[Libra] The Crater,704,8008,3060,7725,3100,220,0,1004,1024,4929,4820,-1,-1,0:12 0:601 300:1102 310:1105 360:1301
188,4,2,[Libra] The Crater,705,8011,3090,7726,0,0,0,1010,1024,4961,4979,-1,-1,0:12 0:230 300:1102 310:1105 360:1301
189,4,2,[Libra] The Crater,701,8001,0,0,0,0,0,1005,1024,4958,4969,-1,-1,0:12 300:1102 310:1105 360:1301
190,4,3,[Libra] Rotted Woods,700,8002,0,0,0,0,1046300590,1001,1021,5203,4850,-1,-1,0:13 300:1101 310:1105 320:9001 360:1303
191,4,3,[Libra] Rotted Woods,700,8007,3090,7726,0,0,1047300590,1008,1021,4961,4973,-1,-1,0:13 0:230 300:1101 310:1105 320:9001 350:1104 360:1302
192,4,3,[Libra] Rotted Woods,706,8001,0,0,0,0,1057300590,1011,1021,5201,4959,-1,-1,0:13 300:1102 310:1105 360:1303
193,4,3,[Libra] Rotted Woods,702,8002,0,0,0,0,1057300590,1002,1021,4958,4860,-1,-1,0:13 300:1101 310:1105 320:9001 350:1104 360:1302
194,4,3,[Libra] Rotted Woods,708,8000,3060,7725,3100,220,1047300590,1001,1021,4972,4979,-1,-1,0:13 0:601 300:1101 310:1105 320:9001 360:1303
195,4,5,[Libra] Shrouded City,708,8003,3080,7727,3500,1044380230,0,1002,1025,4968,4963,-1,-1,0:15 0:140 300:1101 310:1105 320:9001 360:1303
196,4,5,[Libra] Shrouded City,705,8005,3060,7705,3100,220,0,1011,1025,4924,4973,-1,-1,0:15 0:601 300:1102 310:1105 350:1104 360:1302
197,4,5,[Libra] Shrouded City,702,8010,0,0,0,0,0,1001,1025,4978,4975,-1,-1,0:15 300:1102 310:1106 350:1104 360:1302
198,4,5,[Libra] Shrouded City,704,8006,0,0,0,0,0,1002,1025,4976,4957,-1,-1,0:15 300:1102 310:1105 360:1303
199,4,5,[Libra] Shrouded City,703,8007,0,0,0,0,0,1011,1025,5202,5212,-1,-1,0:15 300:1102 310:1106 360:1303
200,5,0,[Fulghor] Standard,704,8008,0,0,0,0,0,1010,1002,4780,4954,-1,-1,0:10 300:1101 310:1105 320:9000 350:1104 360:1303 3700:1100
201,5,0,[Fulghor] Standard,703,8006,3070,7725,3100,220,0,1007,1004,4990,5213,-1,-1,0:10 0:602 300:1101 310:1105 320:9000 360:1304
202,5,0,[Fulghor] Standard,703,8005,3070,7705,3100,220,0,1002,1005,4972,4830,-1,-1,0:10 0:602 300:1101 310:1105 320:9000 350:1104 360:1303
203,5,0,[Fulghor] Standard,700,8007,0,0,0,0,0,1008,1000,4950,4962,-1,-1,0:10 300:1102 310:1105 360:1304 3700:1100
204,5,0,[Fulghor] Standard,704,8008,3030,7704,3600,1150,0,1007,1001,4958,4974,-1,-1,0:10 0:180 300:1101 310:1105 320:9000 360:1304 3700:1100
205,5,0,[Fulghor] Standard,702,8001,0,0,0,0,0,1000,1010,5202,5210,-1,-1,0:10 300:1102 310:1105 350:1104 360:1303
206,5,0,[Fulghor] Standard,700,8001,3070,7705,3100,220,0,1007,1002,4961,4969,-1,-1,0:10 0:602 300:1102 310:1105 360:1304
207,5,0,[Fulghor] Standard,701,8000,0,0,0,0,0,1006,1011,4929,4966,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304
208,5,0,[Fulghor] Standard,708,8010,0,0,0,0,0,1010,1006,4968,4957,-1,-1,0:10 300:1102 310:1105 350:1104 360:1303
209,5,0,[Fulghor] Standard,708,8011,3000,7720,0,0,0,1000,1011,4927,4969,-1,4979,0:10 0:120 300:1101 310:1105 320:9000 360:1304
210,5,0,[Fulghor] Standard,702,8005,0,0,0,0,0,1010,1004,4950,4964,-1,-1,0:10 300:1101 310:1105 320:9000 350:1104 360:1303
211,5,0,[Fulghor] Standard,700,8005,3000,7700,0,0,0,1000,1002,4972,4967,4800,-1,0:10 0:120 300:1102 310:1105 360:1304
212,5,0,[Fulghor] Standard,706,8002,0,0,0,0,0,1003,1006,4978,4959,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304
213,5,0,[Fulghor] Standard,707,8011,0,0,0,0,0,1005,1008,4961,4975,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304
214,5,0,[Fulghor] Standard,701,8007,3070,7725,3100,220,0,1007,1000,4971,4975,-1,-1,0:10 0:602 300:1102 310:1106 360:1304
215,5,0,[Fulghor] Standard,707,8001,3070,7705,3100,220,0,1002,1003,4924,4957,-1,-1,0:10 0:602 300:1101 310:1106 320:9000 360:1304
216,5,0,[Fulghor] Standard,704,8011,0,0,0,0,0,1008,1000,4960,4964,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304
217,5,0,[Fulghor] Standard,708,8006,0,0,0,0,0,1002,1005,5203,5212,-1,-1,0:10 300:1102 310:1105 360:1304
218,5,0,[Fulghor] Standard,700,8009,0,0,0,0,0,1004,1002,4951,4979,-1,-1,0:10 300:1101 310:1106 320:9000 360:1304
219,5,0,[Fulghor] Standard,704,8001,0,0,0,0,0,1001,1010,4976,4956,-1,-1,0:10 300:1101 310:1106 320:9000 360:1304
220,5,1,[Fulghor] Mountaintop,706,8003,3000,7700,0,0,0,1009,1023,4910,4820,4952,-1,0:11 0:120 300:1102 310:1105 360:1301 3700:1100
221,5,1,[Fulghor] Mountaintop,707,8004,0,0,0,0,0,1010,1023,4890,4840,-1,-1,0:11 300:1102 310:1105 360:1301
222,5,1,[Fulghor] Mountaintop,707,8007,0,0,0,0,0,1000,1023,4930,4966,-1,-1,0:11 300:1102 310:1105 360:1301
223,5,1,[Fulghor] Mountaintop,707,8000,0,0,0,0,0,1009,1023,4968,4962,-1,-1,0:11 300:1102 310:1105 360:1301
224,5,1,[Fulghor] Mountaintop,701,8000,3070,7705,3100,220,0,1000,1023,5201,5211,-1,-1,0:11 0:602 300:1101 310:1106 320:9001 360:1301
225,5,2,[Fulghor] The Crater,700,8010,3070,7705,3100,220,0,1003,1024,4930,4860,-1,-1,0:12 0:602 300:1102 310:1105 360:1301
226,5,2,[Fulghor] The Crater,702,8000,0,0,0,0,0,1005,1024,4952,4967,-1,-1,0:12 300:1101 310:1105 320:9001 360:1301
227,5,2,[Fulghor] The Crater,701,8005,3030,7724,3600,1152,0,1007,1024,4971,4920,-1,-1,0:12 0:180 300:1101 310:1106 320:9001 360:1301
228,5,2,[Fulghor] The Crater,700,8009,0,0,0,0,0,1007,1024,4790,4963,-1,-1,0:12 300:1102 310:1105 360:1301
229,5,2,[Fulghor] The Crater,708,8010,0,0,0,0,0,1005,1024,4960,4973,-1,-1,0:12 300:1101 310:1105 320:9001 360:1301 3700:1100
230,5,3,[Fulghor] Rotted Woods,701,8000,0,0,0,0,1047300590,1002,1022,4800,4956,-1,-1,0:13 300:1102 310:1105 360:1303 3700:1100
231,5,3,[Fulghor] Rotted Woods,703,8001,3070,7705,3100,220,1046300590,1000,1021,4928,4954,-1,-1,0:13 0:602 300:1102 310:1105 360:1303
232,5,3,[Fulghor] Rotted Woods,708,8004,0,0,0,0,1047300590,1006,1021,4953,4974,-1,-1,0:13 300:1102 310:1105 360:1303
233,5,3,[Fulghor] Rotted Woods,706,8000,0,0,0,0,1057300590,1006,1021,4952,4959,-1,-1,0:13 300:1101 310:1105 320:9001 350:1104 360:1302
234,5,3,[Fulghor] Rotted Woods,701,8003,3000,7720,0,0,1046300590,1008,1021,4953,4979,-1,4967,0:13 0:120 300:1101 310:1105 320:9001 360:1303
235,5,5,[Fulghor] Shrouded City,705,8004,3030,7704,3600,1154,0,1002,1025,4958,4918,-1,-1,0:15 0:180 300:1101 310:1105 320:9001 360:1303
236,5,5,[Fulghor] Shrouded City,702,8004,0,0,0,0,0,1001,1025,4976,4973,-1,-1,0:15 300:1102 310:1105 360:1303 3700:1100
237,5,5,[Fulghor] Shrouded City,702,8007,0,0,0,0,0,1011,1025,4810,4926,-1,-1,0:15 300:1102 310:1105 350:1104 360:1302
238,5,5,[Fulghor] Shrouded City,705,8010,0,0,0,0,0,1001,1025,5202,4955,-1,-1,0:15 300:1102 310:1105 350:1104 360:1302
239,5,5,[Fulghor] Shrouded City,705,8011,3070,7725,3100,220,0,1011,1025,4990,4963,-1,-1,0:15 0:602 300:1101 310:1105 320:9001 360:1303
240,6,0,[Caligo] Standard,706,8010,3070,7705,3100,220,0,1004,1011,4961,4967,-1,-1,0:10 0:602 300:1102 310:1105 360:1304
241,6,0,[Caligo] Standard,700,8010,0,0,0,0,0,1000,1010,4928,4973,-1,-1,0:10 300:1102 310:1105 360:1304 3700:1100
242,6,0,[Caligo] Standard,701,8008,3010,7701,0,0,0,1007,1002,5203,4880,-1,-1,0:10 0:200 300:1101 310:1105 320:9000 360:1304
243,6,0,[Caligo] Standard,700,8005,0,0,0,0,0,1009,1000,4930,4840,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304
244,6,0,[Caligo] Standard,705,8007,0,0,0,0,0,1005,1011,5201,5210,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304
245,6,0,[Caligo] Standard,700,8009,3050,7705,3100,220,0,1002,1006,4958,4918,-1,-1,0:10 0:603 300:1101 310:1106 320:9000 360:1304
246,6,0,[Caligo] Standard,705,8009,0,0,0,0,0,1007,1005,4951,5212,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304
247,6,0,[Caligo] Standard,705,8006,0,0,0,0,0,1001,1011,4930,4921,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304
248,6,0,[Caligo] Standard,705,8006,0,0,0,0,0,1011,1006,4952,5213,-1,-1,0:10 300:1101 310:1106 320:9000 360:1304 3700:1100
249,6,0,[Caligo] Standard,708,8006,3070,7725,3100,220,0,1003,1006,4953,4973,-1,-1,0:10 0:602 300:1102 310:1105 360:1304
250,6,0,[Caligo] Standard,707,8008,0,0,0,0,0,1005,1011,4950,4820,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304
251,6,0,[Caligo] Standard,707,8006,0,0,0,0,0,1007,1000,5203,4959,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304
252,6,0,[Caligo] Standard,707,8011,3050,7725,3100,220,0,1005,1011,4968,4969,-1,-1,0:10 0:603 300:1101 310:1105 320:9000 350:1104 360:1303
253,6,0,[Caligo] Standard,701,8001,0,0,0,0,0,1002,1009,4990,4975,-1,-1,0:10 300:1102 310:1105 350:1104 360:1303
254,6,0,[Caligo] Standard,702,8000,0,0,0,0,0,1003,1011,4950,4959,-1,-1,0:10 300:1102 310:1105 350:1104 360:1303
255,6,0,[Caligo] Standard,706,8010,3050,7725,3100,220,0,1002,1006,4929,5211,-1,-1,0:10 0:603 300:1102 310:1105 360:1304
256,6,0,[Caligo] Standard,702,8006,0,0,0,0,0,1005,1008,5201,4964,-1,-1,0:10 300:1102 310:1105 350:1104 360:1303
257,6,0,[Caligo] Standard,704,8000,3050,7705,3100,220,0,1002,1004,4890,4975,-1,-1,0:10 0:603 300:1102 310:1105 350:1104 360:1303
258,6,0,[Caligo] Standard,703,8000,0,0,0,0,0,1011,1003,5202,4955,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304
259,6,0,[Caligo] Standard,703,8000,3020,7702,0,0,0,1011,1009,4960,4974,-1,-1,0:10 0:210 300:1102 310:1105 360:1304 3700:1100
260,6,1,[Caligo] Mountaintop,707,8004,3050,7725,3100,220,0,1009,1023,4961,4920,-1,-1,0:11 0:603 300:1101 310:1105 320:9001 360:1301
261,6,1,[Caligo] Mountaintop,705,8011,0,0,0,0,0,1007,1023,4924,4974,-1,-1,0:11 300:1101 310:1105 320:9001 360:1301
262,6,1,[Caligo] Mountaintop,706,8008,3070,7725,3100,220,0,1010,1023,4927,4979,-1,-1,0:11 0:602 300:1102 310:1105 360:1301
263,6,1,[Caligo] Mountaintop,707,8011,0,0,0,0,0,1011,1023,4971,4926,-1,-1,0:11 300:1102 310:1105 360:1301 3700:1100
264,6,1,[Caligo] Mountaintop,708,8004,0,0,0,0,0,1000,1023,4976,4954,-1,-1,0:11 300:1101 310:1105 320:9001 350:1104 360:1300 3700:1100
265,6,2,[Caligo] The Crater,702,8009,0,0,0,0,0,1003,1024,4910,4962,-1,-1,0:12 300:1102 310:1105 360:1301
266,6,2,[Caligo] The Crater,701,8009,3050,7705,3100,220,0,1001,1024,4972,4964,-1,-1,0:12 0:603 300:1101 310:1105 320:9001 350:1104 360:1300
267,6,2,[Caligo] The Crater,702,8008,3020,7722,0,0,0,1003,1024,4810,4955,-1,-1,0:12 0:210 300:1101 310:1106 320:9001 360:1301
268,6,2,[Caligo] The Crater,708,8010,0,0,0,0,0,1003,1024,4953,4860,-1,-1,0:12 300:1102 310:1106 360:1301
269,6,2,[Caligo] The Crater,702,8001,0,0,0,0,0,1011,1024,4972,4830,-1,-1,0:12 300:1101 310:1105 320:9001 350:1104 360:1300 3700:1100
270,6,3,[Caligo] Rotted Woods,703,8001,0,0,0,0,1047300590,1004,1022,4971,4954,-1,-1,0:13 300:1102 310:1105 350:1104 360:1302
271,6,3,[Caligo] Rotted Woods,701,8005,0,0,0,0,1047300590,1006,1021,4951,4956,-1,-1,0:13 300:1102 310:1105 350:1104 360:1302
272,6,3,[Caligo] Rotted Woods,706,8005,3070,7705,3100,220,1057300590,1004,1022,5202,4966,-1,-1,0:13 0:602 300:1102 310:1105 360:1303
273,6,3,[Caligo] Rotted Woods,703,8002,3020,7702,0,0,1046300590,1008,1022,4780,4967,-1,-1,0:13 0:210 300:1102 310:1105 360:1303 3700:1100
274,6,3,[Caligo] Rotted Woods,702,8006,0,0,0,0,1057300590,1004,1022,4960,4979,-1,-1,0:13 300:1102 310:1105 360:1303
275,6,5,[Caligo] Shrouded City,707,8001,3050,7725,3100,220,0,1002,1025,4790,4957,-1,-1,0:15 0:603 300:1101 310:1106 320:9001 360:1303
276,6,5,[Caligo] Shrouded City,702,8007,0,0,0,0,0,1011,1025,4952,4969,-1,-1,0:15 300:1101 310:1105 320:9001 360:1303 3700:1100
277,6,5,[Caligo] Shrouded City,705,8001,0,0,0,0,0,1011,1025,4976,4963,-1,-1,0:15 300:1102 310:1106 360:1303
278,6,5,[Caligo] Shrouded City,707,8007,3010,7721,0,0,0,1011,1025,4978,4966,-1,-1,0:15 0:200 300:1101 310:1105 320:9001 350:1104 360:1302
279,6,5,[Caligo] Shrouded City,706,8002,0,0,0,0,0,1011,1025,4990,4956,-1,-1,0:15 300:1102 310:1105 350:1104 360:1302
280,7,0,[Heolstor] Standard,705,8011,0,0,0,0,0,1001,1009,4968,4850,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304
281,7,0,[Heolstor] Standard,703,8011,0,0,0,0,0,1010,1001,4800,4920,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304
282,7,0,[Heolstor] Standard,707,8008,0,0,0,0,0,1003,1006,5202,4969,-1,-1,0:10 300:1102 310:1105 360:1304
283,7,0,[Heolstor] Standard,706,8004,0,0,0,0,0,1000,1007,4958,4820,-1,-1,0:10 300:1102 310:1105 360:1304
284,7,0,[Heolstor] Standard,700,8004,0,0,0,0,0,1004,1010,4953,4966,-1,-1,0:10 300:1102 310:1105 350:1104 360:1303
285,7,0,[Heolstor] Standard,705,8005,3040,7725,3100,220,0,1002,1004,5202,5211,-1,-1,0:10 0:601 300:1101 310:1105 320:9000 360:1304
286,7,0,[Heolstor] Standard,707,8008,0,0,0,0,0,1002,1005,4953,4975,-1,-1,0:10 300:1102 310:1105 360:1304 3700:1100
287,7,0,[Heolstor] Standard,705,8006,3060,7725,3100,220,0,1003,1002,4960,5213,-1,-1,0:10 0:604 300:1101 310:1106 320:9000 360:1304 3700:1100
288,7,0,[Heolstor] Standard,702,8008,3040,7725,3100,220,0,1003,1002,4930,4975,-1,-1,0:10 0:604 300:1101 310:1106 320:9000 360:1304 3700:1100
289,7,0,[Heolstor] Standard,700,8009,0,0,0,0,0,1001,1007,5203,4918,-1,-1,0:10 300:1101 310:1105 320:9000 350:1104 360:1303 3700:1100
290,7,0,[Heolstor] Standard,704,8002,0,0,0,0,0,1011,1004,4950,4959,-1,-1,0:10 300:1102 310:1105 360:1304
291,7,0,[Heolstor] Standard,700,8009,0,0,0,0,0,1003,1001,4972,4880,-1,-1,0:10 300:1101 310:1105 320:9000 350:1104 360:1303
292,7,0,[Heolstor] Standard,706,8000,3050,7705,3100,220,0,1006,1009,4976,4957,-1,-1,0:10 0:603 300:1101 310:1105 320:9000 350:1104 360:1303 3700:1100
293,7,0,[Heolstor] Standard,702,8003,3050,7705,3100,220,0,1007,1008,4951,4973,-1,-1,0:10 0:603 300:1101 310:1105 320:9000 360:1304
294,7,0,[Heolstor] Standard,708,8003,0,0,0,0,0,1002,1006,5203,4964,-1,-1,0:10 300:1101 310:1106 320:9000 360:1304
295,7,0,[Heolstor] Standard,701,8004,3070,7725,3100,220,0,1003,1011,4961,4973,-1,-1,0:10 0:602 300:1101 310:1105 320:9000 360:1304
296,7,0,[Heolstor] Standard,706,8002,3060,7725,3100,220,0,1002,1011,4978,4979,-1,-1,0:10 0:601 300:1101 310:1105 320:9000 360:1304 3700:1100
297,7,0,[Heolstor] Standard,701,8010,0,0,0,0,0,1009,1001,4951,4967,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304 3700:1100
298,7,0,[Heolstor] Standard,703,8005,3070,7705,3100,220,0,1009,1006,4960,4969,-1,-1,0:10 0:602 300:1102 310:1105 360:1304
299,7,0,[Heolstor] Standard,706,8000,0,0,0,0,0,1010,1000,4971,4963,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304
300,7,1,[Heolstor] Mountaintop,708,8010,3060,7705,3100,220,0,1009,1023,5201,4959,-1,-1,0:11 0:601 300:1101 310:1105 320:9001 350:1104 360:1300 3700:1100
301,7,1,[Heolstor] Mountaintop,704,8009,0,0,0,0,0,1009,1023,4961,4966,-1,-1,0:11 300:1101 310:1105 320:9001 350:1104 360:1300
302,7,1,[Heolstor] Mountaintop,704,8003,3050,7725,3100,220,0,1011,1023,5201,4830,-1,-1,0:11 0:603 300:1102 310:1105 360:1301
303,7,1,[Heolstor] Mountaintop,704,8007,0,0,0,0,0,1010,1023,4780,4963,-1,-1,0:11 300:1102 310:1105 360:1301
304,7,1,[Heolstor] Mountaintop,706,8004,0,0,0,0,0,1000,1023,4927,4957,-1,-1,0:11 300:1101 310:1105 320:9001 360:1301
305,7,2,[Heolstor] The Crater,700,8005,0,0,0,0,0,1010,1024,4950,4923,-1,-1,0:12 300:1101 310:1105 320:9001 360:1301 3700:1100
306,7,2,[Heolstor] The Crater,708,8010,3060,7705,3100,220,0,1009,1024,4790,4967,-1,-1,0:12 0:601 300:1101 310:1105 320:9001 350:1104 360:1300 3700:1100
307,7,2,[Heolstor] The Crater,704,8004,0,0,0,0,0,1003,1024,4958,4974,-1,-1,0:12 300:1101 310:1105 320:9001 360:1301
308,7,2,[Heolstor] The Crater,705,8004,0,0,0,0,0,1001,1024,4928,4962,-1,-1,0:12 300:1102 310:1105 360:1301
309,7,2,[Heolstor] The Crater,702,8001,3040,7725,3100,220,0,1007,1024,4971,4840,-1,-1,0:12 0:604 300:1102 310:1106 350:1104 360:1300 3700:1100
310,7,3,[Heolstor] Rotted Woods,708,8006,0,0,0,0,1046300590,1000,1022,4810,4954,-1,-1,0:13 300:1102 310:1105 360:1303 3700:1100
311,7,3,[Heolstor] Rotted Woods,702,8007,0,0,0,0,1047300590,1001,1021,4929,5212,-1,-1,0:13 300:1102 310:1106 360:1303
312,7,3,[Heolstor] Rotted Woods,702,8007,3070,7725,3100,220,1046300590,1000,1021,4952,4964,-1,-1,0:13 0:602 300:1101 310:1105 320:9001 360:1303
313,7,3,[Heolstor] Rotted Woods,706,8002,3040,7705,3100,220,1057300590,1003,1022,4972,4956,-1,-1,0:13 0:604 300:1102 310:1105 360:1303
314,7,3,[Heolstor] Rotted Woods,701,8004,0,0,0,0,1057300590,1008,1021,4929,4926,-1,-1,0:13 300:1101 310:1105 320:9001 350:1104 360:1302
315,7,5,[Heolstor] Shrouded City,707,8001,0,0,0,0,0,1011,1025,4990,4979,-1,-1,0:15 300:1101 310:1105 320:9001 350:1104 360:1302
316,7,5,[Heolstor] Shrouded City,707,8002,3050,7725,3100,220,0,1011,1025,4990,4962,-1,-1,0:15 0:603 300:1101 310:1105 320:9001 360:1303
317,7,5,[Heolstor] Shrouded City,708,8011,0,0,0,0,0,1002,1025,4978,4921,-1,-1,0:15 300:1102 310:1105 360:1303 3700:1100
318,7,5,[Heolstor] Shrouded City,706,8006,0,0,0,0,0,1011,1025,4952,4954,-1,-1,0:15 300:1101 310:1105 320:9001 360:1303
319,7,5,[Heolstor] Shrouded City,708,8001,3070,7725,3100,220,0,1001,1025,4890,5210,-1,-1,0:15 0:602 300:1102 310:1105 360:1303
1000,0,0,[Gladius] Standard (DLC),703,8006,3110,7725,3110,801,0,1000,1001,4780,4860,-1,-1,0:10 0:10000 300:1102 310:1105 360:1304 3700:1100 4000:12003
1001,0,0,[Gladius] Standard (DLC),707,8002,0,0,0,0,0,1011,1005,5203,4975,-1,-1,0:10 300:1102 310:1105 360:1304 3700:1100 4000:12003
1002,0,0,[Gladius] Standard (DLC),700,8002,3110,7705,3110,800,0,1009,1001,4930,4959,-1,-1,0:10 0:10000 300:1102 310:1105 360:1304 3700:1100 4000:12003
1003,0,0,[Gladius] Standard (DLC),706,8006,0,0,0,0,0,1002,1006,4929,4955,-1,-1,0:10 300:1102 310:1105 360:1304 4000:12003
1004,0,0,[Gladius] Standard (DLC),703,8009,3130,7705,3130,800,0,1011,1006,4978,4967,-1,-1,0:10 0:10001 300:1102 310:1105 350:1104 360:1303 4000:12002
1005,0,4,[Gladius] Great Hollow (DLC),13000,8004,0,0,3600,8004,0,11002,12000,5203,5213,-1,-1,0:14 0:15002 0:15003 0:15101 0:15103 0:15104
1006,0,4,[Gladius] Great Hollow (DLC),13002,8006,510,7705,3600,8006,0,11001,12000,4960,4955,-1,-1,0:14 0:10000 0:15002 0:15004 0:15100 0:15102 0:15105
1007,0,4,[Gladius] Great Hollow (DLC),13002,8002,530,7707,3600,8002,0,11000,12001,4929,4979,-1,-1,0:14 0:140 0:15001 0:15005 0:15100 0:15103 0:15105
1008,0,4,[Gladius] Great Hollow (DLC),13001,8009,530,7700,3600,8009,0,11002,12001,4810,4973,4910,-1,0:14 0:15002 0:15003 0:15101 0:15102 0:15104
1009,0,4,[Gladius] Great Hollow (DLC),13001,8008,0,0,3600,8008,0,11001,12000,4910,4974,-1,-1,0:14 0:15001 0:15005 0:15101 0:15103 0:15105
1010,1,0,[Adel] Standard (DLC),702,8004,3110,7725,3110,801,0,1002,1004,4968,4969,-1,-1,0:10 0:10000 300:1102 310:1105 360:1304 4000:12002
1011,1,0,[Adel] Standard (DLC),707,8003,3120,7725,3120,801,0,1007,1001,4929,4966,-1,-1,0:10 0:600 300:1102 310:1105 360:1304 4000:12003
1012,1,0,[Adel] Standard (DLC),702,8003,3120,7705,3120,800,0,1000,1002,4951,4926,-1,-1,0:10 0:600 300:1101 310:1105 320:9000 360:1304 4000:12002
1013,1,0,[Adel] Standard (DLC),703,8007,0,0,0,0,0,1011,1003,4930,4979,-1,-1,0:10 300:1102 310:1105 360:1304 4000:12002
1014,1,0,[Adel] Standard (DLC),701,8005,0,0,0,0,0,1008,1003,4790,4921,-1,-1,0:10 300:1101 310:1105 320:9000 350:1104 360:1303 4000:12002
1015,1,4,[Adel] Great Hollow (DLC),13002,8003,520,7725,3600,8003,0,11000,12000,4971,4840,-1,-1,0:14 0:600 0:15002 0:15003 0:15100 0:15102 0:15105 3700:1100
1016,1,4,[Adel] Great Hollow (DLC),13002,8003,505,7700,3600,8003,0,11000,12001,4960,4969,4927,-1,0:14 0:120 0:15002 0:15004 0:15101 0:15102 0:15104
1017,1,4,[Adel] Great Hollow (DLC),13000,8007,0,0,3600,8007,0,11002,12001,4928,5211,-1,-1,0:14 0:15001 0:15005 0:15101 0:15103 0:15104
1018,1,4,[Adel] Great Hollow (DLC),13001,8010,0,0,3600,8010,0,11002,12000,4790,4974,-1,-1,0:14 0:15001 0:15003 0:15100 0:15102 0:15104
1019,1,4,[Adel] Great Hollow (DLC),13001,8003,510,7725,3600,8003,0,11001,12001,4924,4830,-1,-1,0:14 0:10000 0:15001 0:15004 0:15100 0:15103 0:15105
1020,2,0,[Gnoster] Standard (DLC),708,8008,0,0,0,0,0,1010,1006,4800,4979,-1,-1,0:10 300:1102 310:1105 350:1104 360:1303 4000:12003
1021,2,0,[Gnoster] Standard (DLC),700,8004,3110,7725,3110,801,0,1009,1006,4958,4955,-1,-1,0:10 0:10000 300:1101 310:1106 320:9000 360:1304 4000:12002
1022,2,0,[Gnoster] Standard (DLC),703,8007,0,0,0,0,0,1000,1007,4972,4973,-1,-1,0:10 300:1101 310:1106 320:9000 360:1304 4000:12002
1023,2,0,[Gnoster] Standard (DLC),700,8007,3110,7725,3110,801,0,1010,1006,4810,4830,-1,-1,0:10 0:10000 300:1102 310:1106 360:1304 4000:12003
1024,2,0,[Gnoster] Standard (DLC),702,8011,3120,7705,3120,800,0,1002,1007,4790,4974,-1,-1,0:10 0:600 300:1101 310:1105 320:9000 360:1304 3700:1100 4000:12002
1025,2,4,[Gnoster] Great Hollow (DLC),13000,8010,0,0,3600,8010,0,11002,12000,4928,4959,-1,-1,0:14 0:15002 0:15005 0:15101 0:15103 0:15104
1026,2,4,[Gnoster] Great Hollow (DLC),13002,1046400230,500,7727,3600,8000,0,11000,12000,4990,4820,-1,-1,0:14 0:140 0:15002 0:15003 0:15101 0:15102 0:15104
1027,2,4,[Gnoster] Great Hollow (DLC),13002,8001,520,7725,3600,8001,0,11000,12000,4800,4955,-1,-1,0:14 0:600 0:15001 0:15005 0:15100 0:15103 0:15105 3700:1100
1028,2,4,[Gnoster] Great Hollow (DLC),13000,8010,0,0,3600,8010,0,11001,12001,4952,4840,-1,-1,0:14 0:15002 0:15004 0:15101 0:15103 0:15105 3700:1100
