ID,MAP,type,coord_index
3937,82,46771,750
3938,82,45513,753
3939,82,46652,761
3940,82,45520,570
3941,82,45520,561
3942,82,45520,562
3943,82,45520,560
3944,82,45520,567
3945,82,45520,568
3946,82,45520,564
3947,82,45520,566
3948,82,46703,603
3949,82,46605,605
3950,82,46503,607
3951,82,46602,601
3952,82,46604,606
3953,82,46700,602
3954,82,46502,604
3955,82,38100,108
3956,82,32102,117
3957,82,34101,111
3958,82,34103,120
3959,82,34104,106
3960,82,37900,306
3961,82,45000,308
3962,82,43000,302
3963,83,30300,124
3964,83,30301,108
3965,83,38000,109
3966,83,38101,106
3967,83,32102,117
3968,83,32100,113
3969,83,32000,116
3970,83,34000,112
3971,83,34002,101
3972,83,34104,114
3973,83,34000,110
3974,83,43011,356
3975,83,41000,300
3976,83,41000,314
3977,83,41000,310
3978,83,45000,301
3979,83,40005,305
3980,83,40103,313
3981,83,43401,308
3982,83,46883,757
3983,83,46534,756
3984,83,49424,190
3985,83,46682,760
3986,83,46563,754
3987,83,46582,763
3988,83,46674,750
3989,83,46651,758
3990,83,46628,762
3991,83,46513,753
3992,83,45514,761
3993,83,46771,755
3994,83,46554,759
3995,83,46703,604
3996,83,46603,605
3997,83,46602,601
3998,83,46700,607
3999,83,46504,602
4000,83,46606,606
4001,83,46505,603
4002,83,34104,104
4003,83,34104,107
4004,83,34000,103
4005,83,34104,100
4006,83,34002,111
4007,83,37900,312
4008,83,40102,302
4009,83,40002,307
4010,84,30001,128
4011,84,30301,116
4012,84,38000,113
4013,84,38101,111
4014,84,32000,104
4015,84,32200,101
4016,84,32100,110
4017,84,34104,109
4018,84,34101,106
4019,84,34200,112
4020,84,34104,100
4021,84,43010,362
4022,84,41000,306
4023,84,41000,313
4024,84,41000,305
4025,84,45000,300
4026,84,40009,301
4027,84,43401,302
4028,84,40102,314
4029,84,46953,757
4030,84,46563,756
4031,84,49425,190
4032,84,46661,750
4033,84,46644,754
4034,84,46532,760
4035,84,46683,763
4036,84,46772,755
4037,84,45511,753
4038,84,46511,758
4039,84,46722,761
4040,84,46712,762
4041,84,46651,759
4042,84,46502,601
4043,84,46603,606
4044,84,46504,607
4045,84,46605,604
4046,84,46701,602
4047,84,46704,605
4048,84,46604,603
4049,84,38101,107
4050,84,32000,103
4051,84,34104,120
4052,84,34101,108
4053,84,34104,117
4054,84,37900,307
4055,84,45000,310
4056,84,40003,308
4057,85,38001,128
4058,85,30000,113
4059,85,30301,110
4060,85,38100,112
4061,85,32001,116
4062,85,32200,104
4063,85,32201,103
4064,85,34104,109
4065,85,34103,117
4066,85,34100,100
4067,85,34100,106
4068,85,43410,362
4069,85,41000,306
4070,85,41000,313
4071,85,41000,305
4072,85,45000,302
4073,85,40002,301
4074,85,40101,310
4075,85,43401,300
4076,85,46864,757
4077,85,46632,756
4078,85,49426,190
4079,85,46741,754
4080,85,46532,762
4081,85,46683,760
4082,85,46563,759
4083,85,46711,761
4084,85,46695,758
4085,85,46516,753
4086,85,45512,755
4087,85,46771,763
4088,85,46721,750
4089,85,46780,549
4090,85,46780,545
4091,85,46780,543
4092,85,46780,546
4093,85,46780,547
4094,85,46780,548
4095,85,46780,550
4096,85,46780,542
4097,85,46802,607
4098,85,46504,606
4099,85,46704,604
4100,85,46602,605
4101,85,46605,601
4102,85,46703,602
4103,85,46503,603
4104,85,49400,718
4105,85,34100,120
4106,85,34100,111
4107,85,34103,107
4108,85,34103,108
4109,85,34103,101
4110,85,40007,308
4111,85,43401,314
4112,85,43000,307
4113,86,38000,126
4114,86,30001,112
4115,86,30300,101
4116,86,38001,120
4117,86,32100,117
4118,86,32001,100
4119,86,32201,109
4120,86,34102,111
4121,86,34200,104
4122,86,34002,107
4123,86,34002,113
4124,86,43410,358
4125,86,41000,306
4126,86,41000,301
4127,86,41000,305
4128,86,45000,300
4129,86,40008,314
4130,86,43000,312
4131,86,40102,302
4132,86,46881,757
4133,86,46633,756
4134,86,49431,190
4135,86,46741,758
4136,86,46561,763
4137,86,46581,761
4138,86,46543,755
4139,86,46571,753
4140,86,46652,750
4141,86,46713,762
4142,86,46691,760
4143,86,46551,759
4144,86,45513,754
4145,86,46602,601
4146,86,46703,604
4147,86,46604,605
4148,86,46505,602
4149,86,46605,606
4150,86,46502,607
4151,86,46702,603
4152,86,32201,103
4153,86,32201,114
4154,86,32201,116
4155,86,34102,110
4156,86,34102,106
4157,86,37900,310
4158,86,45000,307
4159,86,43401,313
4160,87,30301,126
4161,87,30300,116
4162,87,38100,110
4163,87,38101,100
4164,87,32102,103
4165,87,32100,107
4166,87,32201,101
4167,87,34002,109
4168,87,34001,120
4169,87,34102,106
4170,87,34102,111
4171,87,44010,358
4172,87,41000,301
4173,87,41000,305
4174,87,41000,314
4175,87,45000,300
4176,87,40005,306
4177,87,40102,312
4178,87,43000,307
4179,87,46954,757
4180,87,46661,756
4181,87,49427,190
4182,87,46544,760
4183,87,46682,758
4184,87,46532,755
4185,87,46583,763
4186,87,46711,754
4187,87,46652,759
4188,87,46628,750
4189,87,45514,762
4190,87,46511,753
4191,87,46573,761
4192,87,46504,604
4193,87,46605,602
4194,87,46602,601
4195,87,46700,605
4196,87,46603,606
4197,87,46503,607
4198,87,46703,603
4199,87,30301,104
4200,87,38101,113
4201,87,32102,112
4202,87,34002,117
4203,87,34002,114
4204,87,37900,310
4205,87,40103,313
4206,87,40000,302
4207,88,30001,125
4208,88,30000,110
4209,88,38001,101
4210,88,38000,114
4211,88,32201,116
4212,88,32001,107
4213,88,32102,113
4214,88,34102,112
4215,88,34000,100
4216,88,34101,120
4217,88,34101,109
4218,88,43020,357
4219,88,41000,314
4220,88,41000,300
4221,88,41000,310
4222,88,45000,305
4223,88,40101,312
4224,88,43400,301
4225,88,40102,313
4226,88,46861,757
4227,88,46632,756
4228,88,49428,190
4229,88,46742,754
4230,88,46672,763
4231,88,46523,759
4232,88,46562,760
4233,88,46627,755
4234,88,46721,753
4235,88,46713,758
4236,88,46771,762
4237,88,46571,761
4238,88,46692,750
4239,88,46780,547
4240,88,46780,549
4241,88,46780,548
4242,88,46780,546
4243,88,46780,545
4244,88,46780,543
4245,88,46780,544
4246,88,46780,540
4247,88,46503,605
4248,88,46704,602
4249,88,46602,604
4250,88,46606,607
4251,88,46700,606
4252,88,46603,601
4253,88,46502,603
4254,88,30001,103
4255,88,38001,117
4256,88,32201,104
4257,88,32001,106
4258,88,34102,111
4259,88,37900,306
4260,88,45000,308
4261,88,40000,302
4262,89,30001,125
4263,89,30301,110
4264,89,38100,112
4265,89,38101,114
4266,89,32102,104
4267,89,32101,107
4268,89,32200,117
4269,89,34104,106
4270,89,34003,116
4271,89,34000,100
4272,89,34104,120
4273,89,45010,357
4274,89,41000,306
4275,89,41000,314
4276,89,41000,300
4277,89,45000,310
4278,89,40103,302
4279,89,40101,301
4280,89,43000,308
4281,89,46822,757
4282,89,46561,756
4283,89,49421,190
4284,89,46673,760
4285,89,46642,759
4286,89,46581,755
4287,89,46633,754
4288,89,46621,753
4289,89,46572,761
4290,89,46652,758
4291,89,46693,762
4292,89,46772,750
4293,89,46721,763
4294,89,46606,605
4295,89,46703,607
4296,89,46504,601
4297,89,46704,604
4298,89,46604,602
4299,89,46502,606
4300,89,46602,603
4301,89,30001,113
4302,89,30001,101
4303,89,38100,103
4304,89,32200,109
4305,89,32200,111
4306,89,37900,313
4307,89,45000,312
4308,89,40007,305
4309,90,30000,122
4310,90,30001,103
4311,90,38000,111
4312,90,38101,113
4313,90,32100,110
4314,90,32101,108
4315,90,32200,112
4316,90,34102,106
4317,90,34000,120
4318,90,34100,117
4319,90,34000,114
4320,90,40908,307
4321,90,43011,351
4322,90,41000,313
4323,90,41000,305
4324,90,41000,310
4325,90,45000,308
4326,90,40006,314
4327,90,43001,312
4328,90,43401,300
4329,90,46862,757
4330,90,46523,756
4331,90,49417,190
4332,90,46683,758
4333,90,46743,762
4334,90,46671,753
4335,90,46662,761
4336,90,45511,763
4337,90,46694,750
4338,90,46651,754
4339,90,46571,760
4340,90,46721,759
4341,90,46773,755
4342,90,46502,601
4343,90,46704,606
4344,90,46703,605
4345,90,46503,602
4346,90,46606,604
4347,90,46603,607
4348,90,46605,603
4349,90,30000,107
4350,90,38101,104
4351,90,32100,116
4352,90,32101,109
4353,90,32100,101
4354,90,40102,302
4355,90,40101,306
4356,91,38001,125
4357,91,30301,103
4358,91,30000,109
4359,91,38100,111
4360,91,32001,114
4361,91,32100,101
4362,91,32101,112
4363,91,34103,120
4364,91,34300,104
4365,91,34200,116
4366,91,34300,106
4367,91,43410,357
4368,91,41000,306
4369,91,41000,308
4370,91,41000,305
4371,91,45000,300
4372,91,40103,314
4373,91,43400,302
4374,91,40101,310
4375,91,46823,757
4376,91,46662,756
4377,91,49432,190
4378,91,46533,761
4379,91,46584,750
4380,91,46524,763
4381,91,46671,758
4382,91,46712,755
4383,91,46772,762
4384,91,46652,754
4385,91,46722,759
4386,91,46592,760
4387,91,46553,753
4388,91,46802,601
4389,91,46604,607
4390,91,46504,604
4391,91,46503,606
4392,91,46606,602
4393,91,46701,605
4394,91,46700,603
4395,91,30301,100
4396,91,30301,117
4397,91,38100,113
4398,91,34103,110
4399,91,34103,107
4400,91,37900,312
4401,91,45000,313
4402,91,40005,301
4403,92,38101,129
4404,92,30300,120
4405,92,30000,106
4406,92,38000,112
4407,92,32200,103
4408,92,32001,104
4409,92,32102,116
4410,92,34003,108
4411,92,34102,101
4412,92,34104,110
4413,92,34003,107
4414,92,44010,364
4415,92,41000,305
4416,92,41000,313
4417,92,41000,302
4418,92,45000,307
4419,92,40002,308
4420,92,40103,306
4421,92,43400,312
4422,92,46955,757
4423,92,46742,756
4424,92,49418,190
4425,92,46632,750
4426,92,46524,760
4427,92,46532,759
4428,92,46681,754
4429,92,46723,758
4430,92,46573,761
4431,92,46593,763
4432,92,46552,755
4433,92,46773,753
4434,92,46653,762
4435,92,46605,606
4436,92,46603,601
4437,92,46604,604
4438,92,46700,602
4439,92,46503,607
4440,92,46702,605
4441,92,46502,603
4442,92,32200,117
4443,92,34102,114
4444,92,34003,109
4445,92,34102,113
4446,92,34104,100
4447,92,45000,301
4448,92,40008,300
4449,92,43400,310
4450,93,38000,129
4451,93,30001,104
4452,93,30300,120
4453,93,38100,113
4454,93,32000,110
4455,93,32102,106
4456,93,32001,116
4457,93,34000,107
4458,93,34001,108
4459,93,34101,112
4460,93,34000,103
4461,93,45010,364
4462,93,41000,313
4463,93,41000,300
4464,93,41000,308
4465,93,45000,305
4466,93,40003,301
4467,93,43401,310
4468,93,40101,302
4469,93,46811,757
4470,93,46531,756
4471,93,49422,190
4472,93,46741,759
4473,93,46674,760
4474,93,46523,750
4475,93,46542,753
4476,93,46571,763
4477,93,46771,761
4478,93,46653,754
4479,93,46696,755
4480,93,46551,762
4481,93,46591,758
4482,93,46502,601
4483,93,46703,604
4484,93,46604,606
4485,93,46602,605
4486,93,46702,602
4487,93,46603,607
4488,93,46503,603
4489,93,30300,114
4490,93,30300,117
4491,93,32000,101
4492,93,34101,100
4493,93,34101,109
4494,93,37900,307
4495,93,40005,306
4496,93,40103,312
4497,94,38100,128
4498,94,30300,101
4499,94,30001,111
4500,94,38000,109
4501,94,32100,112
4502,94,32001,104
4503,94,32200,103
4504,94,34101,100
4505,94,34002,117
4506,94,34200,106
4507,94,34200,120
4508,94,43020,362
4509,94,41000,308
4510,94,41000,300
4511,94,41000,302
4512,94,45000,307
4513,94,40004,305
4514,94,40103,313
4515,94,43001,310
4516,94,46874,757
4517,94,46641,756
4518,94,49433,190
4519,94,46541,760
4520,94,46524,762
4521,94,46633,750
4522,94,46663,759
4523,94,46592,755
4524,94,46722,753
4525,94,46653,758
4526,94,46712,761
4527,94,46691,763
4528,94,46773,754
4529,94,45520,560
4530,94,45520,562
4531,94,45520,561
4532,94,45520,570
4533,94,45520,568
4534,94,45520,567
4535,94,45520,565
4536,94,45520,566
4537,94,46605,607
4538,94,46505,605
4539,94,46603,606
4540,94,46700,602
4541,94,46602,604
4542,94,46704,601
4543,94,46503,603
4544,94,49400,710
4545,94,30300,113
4546,94,30001,107
4547,94,32001,116
4548,94,32001,110
4549,94,34002,108
4550,94,43401,306
4551,94,43001,301
4552,94,43001,314
4553,95,38001,129
4554,95,30300,116
4555,95,30001,100
4556,95,38000,112
4557,95,32101,113
4558,95,32000,110
4559,95,32001,114
4560,95,34101,109
4561,95,34200,106
4562,95,34102,104
4563,95,34101,101
4564,95,43410,364
4565,95,41000,313
4566,95,41000,306
4567,95,41000,300
4568,95,45000,305
4569,95,40101,312
4570,95,43400,301
4571,95,43001,307
4572,95,46912,757
4573,95,46642,756
4574,95,49423,190
4575,95,46561,758
4576,95,46672,753
4577,95,46581,750
4578,95,46663,761
4579,95,46551,760
4580,95,46628,755
4581,95,46772,763
4582,95,46573,754
4583,95,45512,759
4584,95,46692,762
4585,95,46703,606
4586,95,46701,605
4587,95,46605,604
4588,95,46603,601
4589,95,46504,602
4590,95,46604,607
4591,95,46505,603
4592,95,30300,108
4593,95,32000,107
4594,95,32001,103
4595,95,32000,120
4596,95,34101,117
4597,95,40002,302
4598,95,40102,310
4599,95,43001,308
4600,96,30000,121
4601,96,30300,104
4602,96,38000,111
4603,96,38100,103
4604,96,32102,112
4605,96,32001,108
4606,96,32101,100
4607,96,34100,107
4608,96,34300,109
4609,96,34000,117
4610,96,34300,113
4611,96,41011,350
4612,96,41000,306
4613,96,41000,307
4614,96,41000,312
4615,96,45000,314
4616,96,40005,302
4617,96,40102,301
4618,96,43000,310
4619,96,46881,757
4620,96,46671,756
4621,96,49434,190
4622,96,46663,754
4623,96,46741,760
4624,96,46533,759
4625,96,46541,763
4626,96,46511,761
4627,96,45513,758
4628,96,46774,753
4629,96,46573,755
4630,96,46552,762
4631,96,46722,750
4632,96,45520,562
4633,96,45520,561
4634,96,45520,569
4635,96,45520,567
4636,96,45520,568
4637,96,45520,560
4638,96,45520,564
4639,96,45520,563
4640,96,46505,601
4641,96,46605,603
4642,96,46503,607
4643,96,46604,605
4644,96,46701,606
4645,96,46603,602
4646,96,46700,604
4647,96,32101,120
4648,96,34100,106
4649,96,34000,114
4650,96,34300,116
4651,96,34100,110
4652,96,37900,305
4653,96,40101,313
4654,96,43400,308
4655,97,38000,129
4656,97,30000,103
4657,97,30300,113
4658,97,38001,101
4659,97,32200,114
4660,97,32100,106
4661,97,32201,120
4662,97,34104,110
4663,97,34003,108
4664,97,34000,100
4665,97,34000,112
4666,97,41010,364
4667,97,41000,306
4668,97,41000,300
4669,97,41000,308
4670,97,45000,313
4671,97,40000,312
4672,97,40103,302
4673,97,43400,305
4674,97,46951,757
4675,97,46672,756
4676,97,49435,190
4677,97,46544,750
4678,97,46581,758
4679,97,46521,760
4680,97,46643,753
4681,97,46653,763
4682,97,46552,761
4683,97,46774,755
4684,97,46712,754
4685,97,45514,759
4686,97,46723,762
4687,97,46605,601
4688,97,46602,606
4689,97,46503,607
4690,97,46505,605
4691,97,46700,602
4692,97,46704,604
4693,97,46603,603
4694,97,49400,717
4695,97,30300,107
4696,97,38000,104
4697,97,34104,116
4698,97,34003,109
4699,97,34104,117
4700,97,45000,310
4701,97,40006,307
4702,97,40102,301
4703,98,38100,122
4704,98,30301,120
4705,98,30300,109
4706,98,38001,111
4707,98,32000,106
4708,98,32101,108
4709,98,32200,113
4710,98,34000,112
4711,98,34102,110
4712,98,34100,114
4713,98,34000,101
4714,98,43410,351
4715,98,41000,312
4716,98,41000,307
4717,98,41000,308
4718,98,45000,313
4719,98,40008,305
4720,98,40103,300
4721,98,43501,310
4722,98,46871,757
4723,98,46663,756
4724,98,49436,190
4725,98,46632,753
4726,98,46534,761
4727,98,46521,755
4728,98,46584,763
4729,98,46653,759
4730,98,46591,762
4731,98,46623,760
4732,98,46774,754
4733,98,46711,750
4734,98,45511,758
4735,98,46702,604
4736,98,46605,607
4737,98,46603,605
4738,98,46505,601
4739,98,46701,606
4740,98,46801,603
4741,98,46503,602
4742,98,38001,107
4743,98,32101,117
4744,98,32101,116
4745,98,32101,103
4746,98,34000,104
4747,98,45000,306
4748,98,43501,314
4749,98,43501,302
4750,99,38000,124
4751,99,30301,101
4752,99,30000,109
4753,99,38100,117
4754,99,32001,111
4755,99,32200,106
4756,99,32000,108
4757,99,34103,104
4758,99,34100,114
4759,99,34003,103
4760,99,34100,107
4761,99,45010,356
4762,99,41000,300
4763,99,41000,307
4764,99,41000,302
4765,99,45000,305
4766,99,40006,313
4767,99,43400,312
4768,99,43501,308
4769,99,46823,757
4770,99,46532,756
4771,99,49437,190
4772,99,46631,759
4773,99,46544,755
4774,99,46584,762
4775,99,46743,754
4776,99,46693,760
4777,99,46773,750
4778,99,45512,763
4779,99,46651,753
4780,99,46572,758
4781,99,46713,761
4782,99,45520,560
4783,99,45520,565
4784,99,45520,567
4785,99,45520,570
4786,99,45520,568
4787,99,45520,562
4788,99,45520,569
4789,99,45520,566
4790,99,46702,602
4791,99,46605,605
4792,99,46504,606
4793,99,46602,607
4794,99,46505,604
4795,99,46802,601
4796,99,46700,603
4797,99,30000,113
4798,99,30301,112
4799,99,38100,116
4800,99,34100,110
4801,99,34103,100
4802,99,45000,301
4803,99,40009,310
4804,99,40101,314
4805,100,30300,128
4806,100,30301,110
4807,100,38100,100
4808,100,38000,113
4809,100,32101,116
4810,100,32102,108
4811,100,32101,112
4812,100,34200,117
4813,100,34100,104
4814,100,34200,109
4815,100,43411,362
4816,100,41000,310
4817,100,41000,305
4818,100,41000,308
4819,100,40003,313
4820,100,43501,301
4821,100,40103,307
4822,100,46872,757
4823,100,46533,756
4824,100,49411,190
4825,100,46661,761
4826,100,46582,755
4827,100,46633,762
4828,100,46627,760
4829,100,46551,750
4830,100,46694,763
4831,100,46603,606
4832,100,46503,605
4833,100,46604,602
4834,100,46702,607
4835,100,34100,101
4836,100,34100,111
4837,100,37900,300
4838,100,45000,314
4839,101,38000,128
4840,101,30001,104
4841,101,30300,116
4842,101,38101,108
4843,101,32102,117
4844,101,32100,109
4845,101,32100,100
4846,101,34300,113
4847,101,34104,111
4848,101,34104,101
4849,101,43411,362
4850,101,41000,310
4851,101,41000,307
4852,101,41000,300
4853,101,40005,308
4854,101,43401,313
4855,101,40102,305
4856,101,46952,757
4857,101,46743,756
4858,101,49438,190
4859,101,46583,755
4860,101,46631,763
4861,101,46522,760
4862,101,46592,762
4863,101,46571,761
4864,101,46554,750
4865,101,46602,605
4866,101,46703,606
4867,101,46503,607
4868,101,46605,602
4869,101,30300,112
4870,101,38000,110
4871,101,37900,301
4872,101,40002,314
4873,102,30300,129
4874,102,30001,104
4875,102,38100,100
4876,102,38101,112
4877,102,32000,108
4878,102,32001,116
4879,102,32000,117
4880,102,34002,114
4881,102,34101,113
4882,102,34002,101
4883,102,43010,364
4884,102,41000,310
4885,102,41000,300
4886,102,41000,312
4887,102,40003,307
4888,102,43501,308
4889,102,43001,301
4890,102,46812,757
4891,102,46562,756
4892,102,49412,190
4893,102,46541,761
4894,102,46582,750
4895,102,46641,762
4896,102,46593,760
4897,102,46724,755
4898,102,46627,763
4899,102,46780,544
4900,102,46780,550
4901,102,46780,547
4902,102,46780,540
4903,102,46780,548
4904,102,46780,549
4905,102,46780,542
4906,102,46780,543
4907,102,46602,607
4908,102,46505,606
4909,102,46605,602
4910,102,46701,605
4911,102,49400,710
4912,102,32000,110
4913,102,34101,109
4914,102,43501,305
4915,102,40101,313
4916,103,30000,128
4917,103,30301,101
4918,103,38001,113
4919,103,38100,112
4920,103,32100,116
4921,103,32201,100
4922,103,32100,110
4923,103,34002,111
4924,103,34103,108
4925,103,34002,117
4926,103,43020,362
4927,103,41000,310
4928,103,41000,307
4929,103,41000,300
4930,103,40006,308
4931,103,40102,301
4932,103,43401,305
4933,103,46813,757
4934,103,46534,756
4935,103,49424,190
4936,103,46642,762
4937,103,46662,761
4938,103,46671,750
4939,103,46571,755
4940,103,46591,763
4941,103,46722,760
4942,103,46602,605
4943,103,46505,607
4944,103,46603,602
4945,103,46703,606
4946,103,49400,715
4947,103,30000,109
4948,103,38001,104
4949,103,45000,314
4950,103,43401,313
4951,104,30300,126
4952,104,30001,101
4953,104,38001,111
4954,104,38100,109
4955,104,32200,113
4956,104,32001,117
4957,104,32200,100
4958,104,34104,116
4959,104,34300,104
4960,104,34300,112
4961,104,41011,358
4962,104,41000,305
4963,104,41000,313
4964,104,41000,301
4965,104,40003,300
4966,104,40103,310
4967,104,43401,307
4968,104,46914,757
4969,104,46524,756
4970,104,49425,190
4971,104,46682,761
4972,104,46643,762
4973,104,46531,750
4974,104,46572,760
4975,104,45513,755
4976,104,46516,763
4977,104,45520,560
4978,104,45520,567
4979,104,45520,568
4980,104,45520,570
4981,104,45520,573
4982,104,45520,562
4983,104,45520,569
4984,104,45520,566
4985,104,46700,602
4986,104,46606,607
4987,104,46504,606
4988,104,46605,605
4989,104,30300,114
4990,104,38001,110
4991,104,40005,314
4992,104,43401,312
4993,105,30300,129
4994,105,30001,103
4995,105,38001,116
4996,105,38100,108
4997,105,32102,104
4998,105,32000,120
4999,105,34001,114
5000,105,34102,117
5001,105,34102,100
5002,105,43011,364
5003,105,41000,312
5004,105,41000,308
5005,105,41000,302
5006,105,40000,301
5007,105,43001,305
5008,105,43501,313
5009,105,46911,757
5010,105,46643,756
5011,105,49431,190
5012,105,46673,763
5013,105,46562,753
5014,105,46632,750
5015,105,46572,755
5016,105,46771,754
5017,105,46695,762
5018,105,46505,605
5019,105,46604,607
5020,105,46605,601
5021,105,46701,602
5022,105,49400,710
5023,105,32000,109
5024,105,34001,113
5025,105,34001,101
5026,105,43001,300
5027,105,40102,307
5028,106,30301,128
5029,106,30000,103
5030,106,38000,116
5031,106,38001,117
5032,106,32100,113
5033,106,32200,109
5034,106,34100,104
5035,106,34200,120
5036,106,34100,108
5037,106,43411,362
5038,106,41000,308
5039,106,41000,313
5040,106,41000,305
5041,106,40005,300
5042,106,43501,301
5043,106,43400,314
5044,106,46953,757
5045,106,46673,756
5046,106,49432,190
5047,106,46633,755
5048,106,46521,762
5049,106,46682,754
5050,106,46711,763
5051,106,46627,753
5052,106,46774,750
5053,106,45520,569
5054,106,45520,562
5055,106,45520,568
5056,106,45520,574
5057,106,45520,561
5058,106,45520,560
5059,106,45520,566
5060,106,45520,570
5061,106,46502,601
5062,106,46605,607
5063,106,46604,605
5064,106,46703,602
5065,106,32200,100
5066,106,34100,101
5067,106,37900,302
5068,106,40101,307
5069,107,30301,123
5070,107,30300,101
5071,107,38001,103
5072,107,38101,109
5073,107,32101,117
5074,107,32000,116
5075,107,34100,100
5076,107,34200,114
5077,107,34200,108
5078,107,44010,352
5079,107,41000,308
5080,107,41000,300
5081,107,41000,312
5082,107,40101,307
5083,107,40103,313
5084,107,43001,305
5085,107,46863,757
5086,107,46661,756
5087,107,49413,190
5088,107,46683,750
5089,107,46562,763
5090,107,46542,754
5091,107,46621,762
5092,107,45514,753
5093,107,46511,755
5094,107,46502,605
5095,107,46604,607
5096,107,46703,602
5097,107,46605,601
5098,107,30301,104
5099,107,34200,113
5100,107,45000,301
5101,107,40002,314
5102,108,30301,128
5103,108,30001,103
5104,108,38101,104
5105,108,38100,109
5106,108,32100,117
5107,108,32200,116
5108,108,34104,101
5109,108,34002,113
5110,108,34104,108
5111,108,44010,362
5112,108,41000,305
5113,108,41000,300
5114,108,41000,313
5115,108,40008,307
5116,108,40101,302
5117,108,43000,308
5118,108,46954,757
5119,108,46531,756
5120,108,49426,190
5121,108,46584,753
5122,108,46662,763
5123,108,46562,755
5124,108,45511,754
5125,108,46593,750
5126,108,46627,762
5127,108,46702,607
5128,108,46604,605
5129,108,46502,601
5130,108,46602,602
5131,108,34002,120
5132,108,34002,100
5133,108,37900,301
5134,108,40002,314
5135,109,30300,122
5136,109,30000,108
5137,109,38101,120
5138,109,38100,104
5139,109,32102,117
5140,109,32100,101
5141,109,34100,109
5142,109,34102,103
5143,109,34100,113
5144,109,43411,351
5145,109,41000,305
5146,109,41000,302
5147,109,41000,308
5148,109,40006,300
5149,109,40102,313
5150,109,43400,307
5151,109,46911,757
5152,109,46741,756
5153,109,49427,190
5154,109,46633,754
5155,109,46533,755
5156,109,46674,763
5157,109,46516,750
5158,109,45512,753
5159,109,46628,762
5160,109,46800,601
5161,109,46704,607
5162,109,46502,605
5163,109,46605,602
5164,109,30300,116
5165,109,38100,114
5166,109,37900,314
5167,109,45000,312
5168,110,38100,121
5169,110,30000,110
5170,110,30001,116
5171,110,38001,117
5172,110,32101,120
5173,110,32100,104
5174,110,32100,112
5175,110,34001,106
5176,110,34100,111
5177,110,34001,100
5178,110,44010,350
5179,110,41000,310
5180,110,41000,314
5181,110,41000,301
5182,110,40001,306
5183,110,40103,305
5184,110,46873,757
5185,110,46521,756
5186,110,49433,190
5187,110,46682,319
5188,110,46661,317
5189,110,46532,322
5190,110,46743,318
5191,110,46753,316
5192,110,46633,309
5193,110,46643,759
5194,110,46674,754
5195,110,46771,755
5196,110,46591,753
5197,110,46573,760
5198,110,45513,758
5199,110,46511,750
5200,110,46723,761
5201,110,46701,601
5202,110,46502,606
5203,110,46603,607
5204,110,46703,602
5205,110,46606,604
5206,110,46504,603
5207,110,41300,321
5208,110,43300,315
5209,110,43301,320
5210,110,32101,103
5211,110,34100,107
5212,110,45000,302
5213,110,40005,313
5214,111,38001,121
5215,111,30301,104
5216,111,30001,110
5217,111,38000,116
5218,111,32101,111
5219,111,32001,100
5220,111,32101,120
5221,111,34200,107
5222,111,34104,117
5223,111,34104,103
5224,111,43020,350
5225,111,41000,313
5226,111,41000,310
5227,111,41000,305
5228,111,40004,302
5229,111,40101,301
5230,111,46862,757
5231,111,46644,756
5232,111,49428,190
5233,111,46671,317
5234,111,46561,319
5235,111,46521,322
5236,111,46681,318
5237,111,46632,320
5238,111,46531,309
5239,111,46661,754
5240,111,46742,759
5241,111,46653,761
5242,111,46771,753
5243,111,46515,755
5244,111,45514,758
5245,111,46622,750
5246,111,46691,760
5247,111,46605,603
5248,111,46702,607
5249,111,46606,601
5250,111,46503,602
5251,111,46700,606
5252,111,46502,604
5253,111,41300,321
5254,111,43300,316
5255,111,43301,315
5256,111,49400,712
5257,111,30001,106
5258,111,38001,112
5259,111,37900,314
5260,111,40005,306
5261,112,30001,127
5262,112,30301,110
5263,112,38101,100
5264,112,38001,111
5265,112,32201,101
5266,112,32001,117
5267,112,32201,106
5268,112,34104,104
5269,112,34103,103
5270,112,34104,116
5271,112,40907,302
5272,112,44010,360
5273,112,41000,305
5274,112,41000,313
5275,112,41000,300
5276,112,40101,314
5277,112,40102,301
5278,112,46821,757
5279,112,46632,756
5280,112,49411,190
5281,112,46642,316
5282,112,46562,322
5283,112,46742,317
5284,112,46662,320
5285,112,46681,318
5286,112,46532,309
5287,112,46543,754
5288,112,46672,750
5289,112,46692,761
5290,112,46724,758
5291,112,46772,753
5292,112,46625,755
5293,112,46714,760
5294,112,45511,759
5295,112,46800,603
5296,112,46603,602
5297,112,46704,606
5298,112,46505,607
5299,112,46605,601
5300,112,46702,604
5301,112,41300,321
5302,112,43300,315
5303,112,43301,319
5304,112,30301,120
5305,112,32201,107
5306,112,40008,306
5307,113,30300,127
5308,113,30001,120
5309,113,38000,107
5310,113,38100,100
5311,113,32200,104
5312,113,32201,116
5313,113,32200,117
5314,113,34102,103
5315,113,34100,111
5316,113,34102,101
5317,113,43011,360
5318,113,41000,302
5319,113,41000,305
5320,113,41000,313
5321,113,40004,314
5322,113,40103,301
5323,113,46882,757
5324,113,46742,756
5325,113,49421,190
5326,113,46672,309
5327,113,46661,322
5328,113,46533,315
5329,113,46641,319
5330,113,46633,318
5331,113,46562,317
5332,113,46582,758
5333,113,46681,760
5334,113,46551,750
